0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0,0,0.17,-0.16265994732876568,-0.6824777790055415,-0.11626596235169225,0.7030277723512075,-0.548351,-0.2,-0.350591,0.40806,0.302719,0,0.235198,-0.155071,-0.272678,0.33453,0.172021,0,-0.101662,0.391844,1.078428,-0.28891,1.28124,-0.052918,0.326323,-1.166442,0.293506,1.385848,0.878382
0.000878,0.001031,0.16987000000000002,-0.1636410035389004,-0.6709910145108522,-0.10635500230003328,0.715319015469489,-0.495923,-0.2,-0.402245,0.437936,0.270054,0,0.231859,-0.176161,-0.32718,0.386017,0.12836,0,-0.127044,0.357998,1.067364,-0.281644,1.311615,-0.104509,0.293596,-1.177534,0.29153,1.436293,0.999139
0.001734,0.001067,0.169827,-0.1678560539387052,-0.6706202154964644,-0.10334503320879494,0.7151312297995908,-0.499424,-0.2,-0.423614,0.470424,0.257405,0,0.211953,-0.189537,-0.343822,0.433761,0.106702,0,-0.138674,0.36459,1.069117,-0.283193,1.31579,-0.121261,0.290905,-1.176182,0.287737,1.439681,1.015901
0.00247,0.00059,0.170412,-0.17175492177192003,-0.6709706943974091,-0.10086895405788357,0.7142296746945264,-0.508445,-0.2,-0.439134,0.499977,0.24242,0,0.179466,-0.207935,-0.357296,0.485551,0.088318,0,-0.150271,0.377267,1.072365,-0.288809,1.319396,-0.139569,0.287411,-1.175174,0.283442,1.438611,1.023756
0.002852,0.000158,0.171582,-0.17382700034183085,-0.6722840013220469,-0.10009100019682893,0.7126010014013295,-0.52033,-0.2,-0.447002,0.525287,0.228574,0,0.138852,-0.227967,-0.374969,0.547323,0.087211,0,-0.157874,0.395207,1.075328,-0.299899,1.321732,-0.151279,0.281793,-1.174245,0.276438,1.435976,1.026725
0.002443,0.000172,0.173538,-0.1712179802149075,-0.675044921995189,-0.10354398803497512,0.7101249179415196,-0.532275,-0.2,-0.443454,0.543552,0.216233,0,0.110169,-0.228148,-0.410516,0.625638,0.113836,0,-0.154081,0.413446,1.075464,-0.31936,1.324812,-0.148377,0.272173,-1.17421,0.264922,1.433107,1.025284
